IPV4_SRC_ADDR,L4_SRC_PORT,IPV4_DST_ADDR,L4_DST_PORT,PROTOCOL,FLOW_DURATION_MILLISECONDS,OUT_PKTS,OUT_BYTES,IN_PKTS,IN_BYTES,L7_PROTO,TCP_FLAGS,Attack
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,47544,8.8.8.8,53,6,115,9,828,7,1042,DNS,26,Benign
192.168.31.80,56765,192.168.31.148,22,6,3344,15,2454,22,3540,SSH,24,Benign
192.168.31.148,46820,140.82.112.22,443,6,259,2,171,2,171,TLS,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,3994,12,1222,11,1334,SSH,24,Benign
192.168.31.148,59214,13.89.178.27,443,6,865,13,31568,7,597,TLS,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1746,3,306,3,338,SSH,24,Benign
192.168.31.148,58404,205.147.105.78,443,6,48,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,1982,5,520,5,538,SSH,24,Benign
205.147.105.78,443,192.168.31.148,58404,6,1,1,93,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2809,8,808,8,800,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,59,2,206,1,154,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,3315,9,1058,9,1670,SSH,24,Benign
192.168.31.148,49550,192.200.0.115,443,6,206,1,66,1,66,TLS,16,Benign
192.168.31.148,22,192.168.31.80,56765,6,2373,5,530,5,456,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1752,6,610,6,608,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1,1,138,1,54,SSH,16,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2385,7,748,7,670,SSH,24,Benign
192.168.31.148,59214,13.89.178.27,443,6,258,2,171,1,105,TLS,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1753,4,396,4,384,SSH,24,Benign
192.168.31.148,59182,114.114.114.114,53,17,39,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,58404,205.147.105.78,443,6,47,1,66,1,66,TLS,16,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,1752,3,298,3,330,SSH,24,Benign
192.168.31.148,59214,13.89.178.27,443,6,380,2,2939,2,231,TLS,24,Benign
192.168.31.148,57608,140.82.113.22,443,6,1210,17,11485,14,7656,TLS,31,Benign
192.168.31.148,57610,140.82.113.22,443,6,1724,28,53507,38,9239,TLS,31,Benign
192.168.31.80,56765,192.168.31.148,22,6,1744,3,298,3,330,SSH,24,Benign
8.8.8.8,53,192.168.31.148,47544,6,48,2,132,1,66,DNS,17,Benign
192.200.0.115,443,192.168.31.148,49550,6,0,1,151,1,66,TLS,16,Benign
192.168.31.148,44747,114.114.114.114,53,17,37,1,100,1,148,DNS.Canonical,0,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2129,14,2060,21,2514,SSH,24,Benign
192.168.31.148,46814,140.82.112.22,443,6,276,2,171,1,105,TLS,24,Benign
192.168.31.148,46820,140.82.112.22,443,6,265,2,171,1,105,TLS,24,Benign
192.168.31.148,54942,114.114.114.114,53,17,38,1,100,1,187,DNS.Github,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2948,5,504,5,546,SSH,24,Benign
192.168.31.148,47566,8.8.8.8,53,6,95,5,457,4,509,DNS.Github,26,Benign
192.168.31.148,58261,114.114.114.114,53,17,37,1,100,1,116,DNS.Github,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,3758,8,824,8,824,SSH,24,Benign
192.168.31.148,59214,13.89.178.27,443,6,310,2,2939,2,253,TLS,24,Benign
8.8.8.8,53,192.168.31.148,47566,6,48,2,132,1,66,DNS,17,Benign
192.168.31.80,56765,192.168.31.148,22,6,1756,4,396,4,384,SSH,24,Benign
192.168.31.148,58404,205.147.105.78,443,6,47,1,66,1,66,TLS,16,Benign
205.147.105.78,443,192.168.31.148,58404,6,0,1,93,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,1743,3,298,3,330,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
fe80::242:fc3a:c1b1:98f8,546,ff02::1:2,547,17,0,1,139,0,0,DHCPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,3052,7,726,7,770,SSH,24,Benign
192.168.31.148,54672,140.82.114.21,443,6,1248,15,6796,12,7522,TLS,31,Benign
192.168.31.148,49550,192.200.0.115,443,6,206,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2698,7,718,7,754,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,61,2,206,1,154,SSH,24,Benign
140.82.112.22,443,192.168.31.148,46820,6,273,3,261,4,240,TLS,29,Benign
192.168.31.80,56765,192.168.31.148,22,6,2129,8,864,8,824,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1,1,138,1,54,SSH,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2443,6,650,6,616,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1755,5,598,6,600,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,22,192.168.31.80,56765,6,55,1,146,1,60,SSH,16,Benign
192.168.31.148,50023,114.55.178.236,31854,6,32,2,134,1,68,MQTT,24,Benign
192.168.31.148,59214,13.89.178.27,443,6,729,3,276,2,183,TLS,24,Benign
192.200.0.115,443,192.168.31.148,49550,6,0,1,151,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2799,15,2192,21,2570,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2279,6,594,6,600,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1758,4,396,4,384,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1755,3,298,3,330,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2780,6,610,6,616,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1748,6,856,8,904,SSH,24,Benign
192.168.31.148,22,192.168.31.80,56765,6,52,1,146,1,60,SSH,16,Benign
192.168.31.148,58404,205.147.105.78,443,6,50,1,66,1,66,TLS,16,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,58404,205.147.105.78,443,6,48,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,1753,3,306,3,330,SSH,24,Benign
192.168.31.148,59214,13.89.178.27,443,6,258,2,171,1,105,TLS,24,Benign
192.168.31.148,50023,114.55.178.236,31854,6,34,2,134,1,68,MQTT,24,Benign
192.168.31.148,46814,140.82.112.22,443,6,271,3,174,2,156,TLS,29,Benign
192.168.31.148,49550,192.200.0.115,443,6,207,1,66,1,66,TLS,16,Benign
192.168.31.148,34524,114.114.114.114,53,17,42,1,103,1,229,DNS.Microsoft365,0,Benign
192.168.31.148,52941,114.114.114.114,53,17,39,1,116,1,193,DNS.Azure,0,Benign
192.168.31.148,47570,8.8.8.8,53,6,103,7,651,6,932,DNS.Microsoft365,26,Benign
192.168.31.80,56765,192.168.31.148,22,6,3070,27,4688,28,5808,SSH,24,Benign
192.168.31.148,50674,52.182.143.209,443,6,688,7,2729,5,3333,TLS,26,Benign
8.8.8.8,53,192.168.31.148,47570,6,50,2,132,1,66,DNS,17,Benign
52.182.143.209,443,192.168.31.148,50674,6,920,10,2719,11,16220,TLS,25,Benign
192.168.31.80,56765,192.168.31.148,22,6,1767,4,396,4,384,SSH,24,Benign
192.168.31.148,41154,114.114.114.114,53,17,37,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,44571,114.114.114.114,53,17,39,1,112,1,297,DNS.Azure,0,Benign
192.168.31.148,47576,8.8.8.8,53,6,101,5,472,4,700,DNS.Azure,26,Benign
192.168.31.148,49331,114.114.114.114,53,17,37,1,112,1,285,DNS.Azure,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2721,9,1026,10,1132,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,22,192.168.31.80,56765,6,4470,24,3008,21,2796,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2231,6,650,6,600,SSH,24,Benign
8.8.8.8,53,192.168.31.148,47576,6,49,2,132,1,66,DNS,17,Benign
192.200.0.115,443,192.168.31.148,49550,6,0,1,151,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,1763,3,298,3,330,SSH,24,Benign
192.168.31.148,22,192.168.31.80,56765,6,92,3,298,2,206,SSH,24,Benign
205.147.105.78,443,192.168.31.148,58404,6,0,1,93,1,66,TLS,16,Benign
192.168.31.148,50023,114.55.178.236,31854,6,33,2,134,1,68,MQTT,24,Benign
192.168.31.148,42010,91.189.91.98,80,6,542,4,359,4,351,HTTP.Canonical,31,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,1759,3,306,3,338,SSH,24,Benign
192.168.31.148,59456,20.189.172.33,443,6,1248,13,4045,9,5604,TLS,27,Benign
192.168.31.148,42505,114.114.114.114,53,17,40,1,90,1,194,DNS,0,Benign
192.168.31.148,47580,8.8.8.8,53,6,460,7,644,4,669,DNS,26,Benign
192.168.31.148,58404,205.147.105.78,443,6,48,1,66,1,66,TLS,16,Benign
192.168.31.148,44820,13.107.13.93,443,6,500,16,4467,16,12864,TLS,26,Benign
192.168.31.148,54437,114.114.114.114,53,17,40,1,103,1,213,DNS.Microsoft365,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2491,9,3908,9,4226,SSH,24,Benign
192.168.31.148,47588,8.8.8.8,53,6,51,3,279,2,348,DNS.Azure,26,Benign
192.168.31.80,56765,192.168.31.148,22,6,1771,4,396,4,384,SSH,24,Benign
192.168.31.148,33033,114.114.114.114,53,17,38,1,90,1,178,DNS,0,Benign
192.168.31.148,59468,20.189.172.33,443,6,1259,13,4045,9,5604,TLS,27,Benign
8.8.8.8,53,192.168.31.148,47588,6,51,2,132,1,66,DNS,17,Benign
192.168.31.80,56765,192.168.31.148,22,6,2764,5,520,5,562,SSH,24,Benign
192.168.31.148,44832,13.107.13.93,443,6,593,16,4139,15,10310,TLS,26,Benign
192.168.31.148,47592,8.8.8.8,53,6,453,5,443,5,561,DNS,26,Benign
192.168.31.148,42270,114.114.114.114,53,17,41,1,93,1,153,DNS,0,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,22,192.168.31.80,56765,6,2536,14,5088,10,1218,SSH,24,Benign
192.168.31.148,44832,13.107.13.93,443,6,84,4,751,4,2569,TLS,24,Benign
192.168.31.148,22,192.168.31.80,56765,6,590,13,2658,9,1494,SSH,24,Benign
192.168.31.148,44832,13.107.13.93,443,6,82,2,108,2,120,TLS,17,Benign
192.168.31.148,38203,114.114.114.114,53,17,38,1,93,1,153,DNS,0,Benign
192.168.31.148,49550,192.200.0.115,443,6,208,1,66,1,66,TLS,16,Benign
192.168.31.148,44820,13.107.13.93,443,6,86,2,108,2,120,TLS,17,Benign
192.168.31.148,53486,114.114.114.114,53,17,38,1,108,1,164,DNS.Azure,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,1757,3,306,3,346,SSH,24,Benign
192.168.31.148,47596,8.8.8.8,53,6,96,7,653,6,842,DNS.Microsoft365,26,Benign
13.89.178.27,443,192.168.31.148,59214,6,0,1,60,0,0,TLS,0,Benign
192.168.31.148,44838,114.114.114.114,53,17,37,1,108,1,180,DNS.Azure,0,Benign
192.168.31.148,55284,114.114.114.114,53,17,41,1,113,1,190,DNS.Azure,0,Benign
192.168.31.148,58404,205.147.105.78,443,6,47,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2701,5,520,5,562,SSH,24,Benign
fe80::242:fc3a:c1b1:98f8,546,ff02::1:2,547,17,0,1,139,0,0,DHCPV6,0,Benign
8.8.8.8,53,192.168.31.148,47592,6,47,2,132,1,66,DNS,17,Benign
205.147.105.78,443,192.168.31.148,58404,6,1,1,93,1,66,TLS,16,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
8.8.8.8,53,192.168.31.148,47596,6,47,2,132,1,66,DNS,17,Benign
192.168.31.80,56765,192.168.31.148,22,6,2735,15,2166,16,2188,SSH,24,Benign
192.168.31.148,47602,8.8.8.8,53,6,122,9,816,6,835,DNS.Github,26,Benign
192.168.31.148,43369,114.114.114.114,53,17,36,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,33170,114.114.114.114,53,17,39,1,100,1,116,DNS.Github,0,Benign
192.168.31.148,59015,114.114.114.114,53,17,38,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,57666,140.82.113.22,443,6,1089,13,4799,11,7363,TLS,26,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,57668,140.82.113.22,443,6,1156,13,4776,11,7362,TLS,26,Benign
192.168.31.148,47608,8.8.8.8,53,6,94,5,457,5,624,DNS,26,Benign
192.168.31.80,56765,192.168.31.148,22,6,2046,6,650,6,616,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,0,1,138,1,54,SSH,16,Benign
8.8.8.8,53,192.168.31.148,47608,6,47,2,132,1,66,DNS,17,Benign
192.168.31.80,56765,192.168.31.148,22,6,2228,16,2322,23,2830,SSH,24,Benign
192.200.0.115,443,192.168.31.148,49550,6,0,1,151,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,3389,7,710,7,754,SSH,24,Benign
192.168.31.148,53432,20.42.73.28,443,6,1502,15,6368,13,5833,TLS,26,Benign
8.8.8.8,53,192.168.31.148,47602,6,48,2,132,1,66,DNS,17,Benign
192.168.31.80,56765,192.168.31.148,22,6,2498,7,718,7,754,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,60,2,206,1,154,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,57672,140.82.113.22,443,6,1208,14,6513,12,7523,TLS,31,Benign
192.168.31.80,56765,192.168.31.148,22,6,2350,6,650,6,600,SSH,24,Benign
192.168.31.148,54055,114.114.114.114,53,17,38,1,100,1,184,DNS.Canonical,0,Benign
192.168.31.148,47612,8.8.8.8,53,6,95,5,448,5,700,DNS.Canonical,26,Benign
192.168.31.80,56765,192.168.31.148,22,6,1774,4,396,4,384,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,1760,3,298,3,330,SSH,24,Benign
192.168.31.148,50023,114.55.178.236,31854,6,32,2,134,1,68,MQTT,24,Benign
192.168.31.148,58404,205.147.105.78,443,6,48,1,66,1,66,TLS,16,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
8.8.8.8,53,192.168.31.148,47612,6,48,2,132,1,66,DNS,17,Benign
192.168.31.148,47616,8.8.8.8,53,6,96,7,649,6,932,DNS.Microsoft365,26,Benign
192.168.31.148,40536,114.114.114.114,53,17,39,1,103,1,238,DNS.Microsoft365,0,Benign
192.168.31.148,60994,104.46.162.224,443,6,925,14,16566,9,5653,TLS,27,Benign
192.168.31.148,59519,114.114.114.114,53,17,37,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,45028,114.114.114.114,53,17,39,1,114,1,190,DNS.Azure,0,Benign
192.168.31.148,47620,8.8.8.8,53,6,94,5,465,4,526,DNS.Microsoft365,26,Benign
192.168.31.80,56765,192.168.31.148,22,6,7771,109,18892,107,23730,SSH,24,Benign
192.168.31.148,42151,114.114.114.114,53,17,39,1,103,1,211,DNS.Microsoft365,0,Benign
192.168.31.148,51069,114.114.114.114,53,17,39,1,114,1,190,DNS.Azure,0,Benign
192.168.31.148,57174,51.105.71.136,443,6,2841,12,6883,9,7906,TLS,27,Benign
192.168.31.148,40268,114.114.114.114,53,17,38,1,114,1,130,DNS.Azure,0,Benign
192.168.31.148,49550,192.200.0.115,443,6,206,1,66,1,66,TLS,16,Benign
192.168.31.148,47624,8.8.8.8,53,6,96,5,465,4,577,DNS.Microsoft365,26,Benign
8.8.8.8,53,192.168.31.148,47616,6,51,2,132,1,66,DNS,17,Benign
192.168.31.80,56765,192.168.31.148,22,6,4438,83,16518,95,23226,SSH,24,Benign
192.168.31.148,46589,114.114.114.114,53,17,38,1,114,1,190,DNS.Azure,0,Benign
192.168.31.148,53432,20.42.73.28,443,6,277,2,171,1,105,TLS,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,2708,14,4634,14,1504,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,58,2,214,2,224,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,57178,51.105.71.136,443,6,1654,12,6600,9,7906,TLS,27,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,58404,205.147.105.78,443,6,48,1,66,1,66,TLS,16,Benign
8.8.8.8,53,192.168.31.148,47624,6,47,2,132,1,66,DNS,17,Benign
192.168.31.80,56765,192.168.31.148,22,6,1765,4,396,3,338,SSH,24,Benign
8.8.8.8,53,192.168.31.148,47620,6,47,2,132,1,66,DNS,17,Benign
8.8.8.8,53,192.168.31.148,47580,6,48,2,132,1,66,DNS,17,Benign
205.147.105.78,443,192.168.31.148,58404,6,1,1,93,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,1769,6,610,4,500,SSH,24,Benign
192.168.31.148,60777,114.114.114.114,53,17,38,1,100,1,116,DNS.Github,0,Benign
192.168.31.148,57666,140.82.113.22,443,6,254,2,171,2,171,TLS,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,41,1,138,1,54,SSH,16,Benign
192.168.31.148,47630,8.8.8.8,53,6,95,5,457,5,575,DNS,26,Benign
192.200.0.115,443,192.168.31.148,49550,6,0,1,151,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2429,7,748,7,670,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1762,4,396,4,384,SSH,24,Benign
192.168.31.148,53432,20.42.73.28,443,6,291,2,2959,2,231,TLS,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1769,3,298,3,330,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,62,2,214,2,224,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,701,5,614,5,594,SSH,24,Benign
192.168.31.148,22,192.168.31.80,56765,6,1038,3,346,4,404,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2395,7,718,7,746,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,276,4,506,5,570,SSH,24,Benign
8.8.8.8,53,192.168.31.148,47630,6,47,2,132,1,66,DNS,17,Benign
192.168.31.148,22,192.168.31.80,56765,6,2695,21,2514,15,2198,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,2762,6,610,5,562,SSH,24,Benign
192.168.31.148,49550,192.200.0.115,443,6,206,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,1771,3,298,3,330,SSH,24,Benign
192.168.31.148,50023,114.55.178.236,31854,6,32,2,134,1,68,MQTT,24,Benign
192.168.31.148,47479,114.114.114.114,53,17,38,1,100,1,187,DNS.Github,0,Benign
192.168.31.148,41704,40.79.173.40,443,6,1075,12,9816,10,5717,TLS,27,Benign
192.168.31.148,58404,205.147.105.78,443,6,48,1,66,1,66,TLS,16,Benign
192.168.31.148,47644,8.8.8.8,53,6,94,7,653,5,772,DNS.Microsoft365,26,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,57668,140.82.113.22,443,6,272,2,171,2,171,TLS,24,Benign
192.168.31.148,47644,8.8.8.8,53,6,236,4,330,4,410,DNS,24,Benign
192.168.31.148,39576,116.62.157.94,80,6,105,6,741,5,954,HTTP,27,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.200.0.115,443,192.168.31.148,49550,6,0,1,151,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,13053,147,41376,145,46514,SSH,24,Benign
8.8.8.8,53,192.168.31.148,47644,6,48,2,132,1,66,DNS,17,Benign
fe80::242:fc3a:c1b1:98f8,546,ff02::1:2,547,17,0,1,139,0,0,DHCPV6,0,Benign
192.168.31.148,55216,114.114.114.114,53,17,39,1,84,1,148,DNS,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,43,1,138,1,54,SSH,16,Benign
192.168.31.148,51156,114.114.114.114,53,17,36,1,84,1,100,DNS,0,Benign
192.168.31.148,58404,205.147.105.78,443,6,48,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,1770,6,610,6,624,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1,1,138,1,54,SSH,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,3132,37,4940,37,5358,SSH,24,Benign
192.168.31.148,57666,140.82.113.22,443,6,694,6,411,4,366,TLS,29,Benign
192.168.31.80,56765,192.168.31.148,22,6,1872,5,534,5,446,SSH,24,Benign
192.168.31.148,53432,20.42.73.28,443,6,292,2,171,1,105,TLS,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1761,3,298,3,330,SSH,24,Benign
192.168.31.148,53432,20.42.73.28,443,6,400,2,2939,2,231,TLS,24,Benign
192.168.31.148,50023,114.55.178.236,31854,6,32,2,134,1,68,MQTT,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,53432,20.42.73.28,443,6,428,2,2939,2,231,TLS,24,Benign
192.168.31.148,47937,114.114.114.114,53,17,38,1,108,1,187,DNS.Azure,0,Benign
192.168.31.148,33551,114.114.114.114,53,17,37,1,108,1,164,DNS.Azure,0,Benign
192.168.31.148,53834,114.114.114.114,53,17,38,1,113,1,190,DNS.Azure,0,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,45376,140.82.114.22,443,6,1174,15,6593,12,7521,TLS,31,Benign
205.147.105.78,443,192.168.31.148,58404,6,0,1,93,1,66,TLS,16,Benign
192.168.31.148,49550,192.200.0.115,443,6,209,1,66,1,66,TLS,16,Benign
192.168.31.148,57668,140.82.113.22,443,6,466,4,291,2,210,TLS,29,Benign
192.168.31.148,47656,8.8.8.8,53,6,108,5,457,5,575,DNS.Github,26,Benign
192.168.31.148,45402,140.82.114.22,443,6,1181,15,6783,12,7522,TLS,31,Benign
192.168.31.148,22,192.168.31.80,56765,6,13784,169,315418,174,247242,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,3166,25,2858,17,2222,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,3262,26,3060,18,2968,SSH,24,Benign
192.168.31.148,44638,91.189.91.96,80,6,552,4,359,4,351,HTTP.Canonical,31,Benign
192.168.31.148,50954,114.114.114.114,53,17,37,1,100,1,148,DNS.Canonical,0,Benign
8.8.8.8,53,192.168.31.148,47656,6,58,2,132,1,66,DNS,17,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.148,55427,114.114.114.114,53,17,44,1,100,1,116,DNS.Github,0,Benign
192.168.31.148,41628,114.114.114.114,53,17,40,1,103,1,217,DNS.Microsoft365,0,Benign
192.168.31.148,51735,114.114.114.114,53,17,38,1,120,1,196,DNS.Azure,0,Benign
192.168.31.148,47660,8.8.8.8,53,6,95,7,655,6,931,DNS.Microsoft365,26,Benign
192.168.31.80,56765,192.168.31.148,22,6,4326,74,13822,69,16938,SSH,24,Benign
8.8.8.8,53,192.168.31.148,47660,6,47,2,132,1,66,DNS,17,Benign
192.200.0.115,443,192.168.31.148,49550,6,0,1,151,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2707,16,2030,18,2284,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,288,2,276,2,108,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,1776,4,396,4,392,SSH,24,Benign
192.168.31.148,58404,205.147.105.78,443,6,59,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,2638,16,2450,21,3318,SSH,24,Benign
192.168.31.148,58404,205.147.105.78,443,6,47,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,3111,9,946,9,878,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1776,4,396,4,384,SSH,24,Benign
192.168.31.148,53432,20.42.73.28,443,6,285,2,171,1,105,TLS,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,1769,4,396,4,384,SSH,24,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,1785,4,396,4,384,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,1783,4,396,4,384,SSH,24,Benign
192.168.31.148,49550,192.200.0.115,443,6,205,1,66,1,66,TLS,16,Benign
192.168.31.80,56765,192.168.31.148,22,6,1774,3,298,3,330,SSH,24,Benign
205.147.105.78,443,192.168.31.148,58404,6,0,1,93,1,66,TLS,16,Benign
fe80::667:61ff:fec8:e964,0,ff02::1,0,58,0,1,86,0,0,ICMPV6,0,Benign
192.168.31.80,56765,192.168.31.148,22,6,3399,7,750,7,770,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,3202,6,642,6,592,SSH,24,Benign
192.168.31.80,56765,192.168.31.148,22,6,2191,11,1334,13,1454,SSH,24,Benign
fe80::242:fc3a:c1b1:98f8,546,ff02::1:2,547,17,0,1,139,0,0,DHCPV6,0,Benign
